Day,Hour,HVAC (kW),EWH (kW),EV Charger (kW),Inflexible Load (kW)
1,0,98.70618035,44.05380308,29.71098044,70.41727713
,0.25,125.1561358,61.32086278,38.50223133,62.34815988
,0.5,157.1334512,59.66824353,46.82737354,57.59903814
,0.75,170.8679079,49.3270963,44.7919404,57.69955778
,1,181.373808,43.97633834,39.90607343,57.20767109
,1.25,189.5541696,45.19565423,35.196721,55.62785415
,1.5,195.3174097,52.6192912,31.39200552,53.05603863
,1.75,199.2426968,56.01472689,28.17475245,51.67345142
,2,204.6723405,50.17984957,23.83084024,52.10134784
,2.25,206.7337638,43.2821756,21.86435809,53.30433656
,2.5,204.7048569,43.42057764,20.34881538,53.59820565
,2.75,195.7858782,52.59746914,18.11618241,52.98593301
,3,194.3323376,58.48550228,14.08530769,51.9100477
,3.25,187.0210028,58.55662908,13.01380935,53.06405531
,3.5,186.921997,52.63127066,11.62375745,54.39664256
,3.75,182.8419679,51.26884818,11.20039838,55.35220777
,4,177.8053657,54.61136731,10.63913735,55.41528209
,4.25,170.8386785,62.5206538,11.1176572,54.77233282
,4.5,165.3262119,63.22590728,9.060159736,55.49760448
,4.75,153.3303957,58.06354655,8.286529659,58.56412635
,5,146.4989275,51.504064,7.915573347,61.11482405
,5.25,140.7479437,55.98665539,8.321005152,61.03885003
,5.5,127.7809135,66.72350033,8.170692,60.72760933
,5.75,115.0892692,76.98288599,7.664591753,60.47840893
,6,111.837808,80.39331147,7.722510582,60.2407704
,6.25,101.8180569,86.24116828,5.808431174,60.54440684
,6.5,85.4136253,92.46861314,4.95757599,61.78523925
,6.75,68.71464675,101.003287,4.35494436,62.56048163
,7,53.84181276,109.4349474,5.660876061,63.06643275
,7.25,39.07874639,114.9967427,5.474708395,64.19256887
,7.5,29.68955085,117.9372399,7.711478424,65.04139632
,7.75,27.07253968,113.5797949,7.192966999,66.42843923
,8,22.70284648,114.0228947,7.402578001,67.02912351
,8.25,21.58059378,111.0765156,8.653348911,67.86343486
,8.5,24.64297405,106.6503553,10.18543985,68.35704521
,8.75,23.71587579,96.76930879,10.48468713,70.70116903
