Day,Hour,HVAC (kW),EWH (kW),EV Charger (kW),Inflexible Load (kW)
1,0,57.01553931,49.25829198,60.748905,59.9312266
,0.25,77.17567369,65.50787807,75.84764735,53.09458597
,0.5,96.24301397,59.70465862,91.20995876,51.33341585
,0.75,106.8282556,58.00706952,81.91726646,50.01701921
,1,115.2045031,56.72214365,76.71366,48.96235869
,1.25,122.3408759,57.07635132,68.96472939,47.74182622
,1.5,125.0023311,57.96132257,64.49911631,47.11933312
,1.75,127.8125086,58.83175897,62.90264081,46.47627441
,2,125.5461815,59.35200198,57.37522092,46.72327718
,2.25,126.5221458,58.86266194,53.18070746,46.67586513
,2.5,126.6177619,59.55148946,48.29338388,46.50749377
,2.75,122.6787297,60.78515133,44.39256167,46.86359185
,3,118.4291957,61.93375163,36.1466151,47.28827276
,3.25,117.8300866,59.89564007,33.93263492,47.83704391
,3.5,117.4949483,58.87641798,29.79083528,48.11715983
,3.75,116.7999675,55.19324383,28.87963935,49.04683991
,4,113.2951667,55.0279042,24.7529008,49.64435017
,4.25,113.5810886,52.80810836,21.67290797,50.09189063
,4.5,107.2619317,56.93881331,22.51632899,50.1850213
,4.75,100.914132,58.97683921,23.54801363,50.7477746
,5,92.62890149,63.97625987,19.85804667,50.96242912
,5.25,84.43671394,68.88263313,22.23769883,51.18287396
,5.5,75.38720109,73.51799847,22.50879844,51.60071483
,5.75,71.57767015,78.9030447,19.51917215,51.01356284
,6,69.13094465,85.68670589,15.07615071,49.89755866
,6.25,62.67409471,94.82192266,14.11224098,48.90060648
,6.5,56.28602147,100.0712057,9.089367588,48.75619085
,6.75,50.01228595,101.581244,8.155580031,49.42442447
,7,43.98318832,101.4983041,7.613380805,50.40751118
,7.25,37.47945071,101.7075744,6.943162317,51.40160468
,7.5,37.0068497,95.14932025,9.985502421,52.93461066
,7.75,36.63671087,88.54529651,11.46901975,54.4613937
,8,36.98864408,78.29013929,13.0579647,56.68400822
,8.25,36.03422534,72.4530345,14.69962347,58.13384961
,8.5,36.47852876,63.8865548,20.03877974,59.96642322
,8.75,34.89413392,59.10519223,18.14108245,61.28245141
,9,35.5661399,53.9772039,21.13823929,62.31448342
,9.25,36.16248036,50.8576404,22.57657335,62.91230528
