Day,Hour,HVAC (kW),EWH (kW),EV Charger (kW),Inflexible Load (kW)
1,0,52.55910861,40.34713289,34.21626835,54.62451309
,0.25,70.02098865,54.21710984,44.7878684,48.74839519
,0.5,88.60604428,50.58463115,53.14427178,46.58200377
,0.75,97.13880849,47.54196816,50.26110813,45.89290883
,1,105.9909048,43.21109029,44.18124531,45.43899072
,1.25,110.7616416,38.67999632,42.17734434,45.68258261
,1.5,112.6683588,35.80158882,35.86573786,46.01715397
,1.75,118.2110586,32.91326776,33.18023792,45.77217112
,2,117.9893535,34.11999638,35.10916301,45.53948203
,2.25,119.2227001,34.00079723,30.39931411,45.36863527
,2.5,117.5395462,32.41391251,24.71477869,45.99058093
,2.75,116.6242123,28.35008479,24.2444754,47.04010719
,3,112.3346038,23.701921,23.57650841,48.75936984
,3.25,116.5974259,23.85128212,19.45965063,48.04412694
,3.5,112.7007237,26.36526356,17.37395778,48.10893675
,3.75,110.1147541,30.45481967,18.98253135,47.61390164
,4,105.9443964,34.6034617,17.4898296,47.35923842
,4.25,99.84971827,36.5125947,15.52682456,47.91013514
,4.5,96.48783798,38.01896951,9.951344979,48.11328603
,4.75,93.57022495,38.20319502,11.7916622,48.53916512
,5,87.92243767,42.30249307,9.235666059,48.53185596
,5.25,79.95533983,47.85068283,10.16264066,48.57366055
,5.5,74.85900202,53.46918162,9.126610224,48.14051932
,5.75,69.60854021,60.67162587,10.31940842,47.38005004
,6,60.13027403,68.08806241,9.283377987,47.24847562
,6.25,55.86476427,74.49990074,9.44696174,46.50610422
,6.5,47.76963532,79.68628807,6.781909763,46.64879433
,6.75,41.07961005,84.84784181,8.635858965,46.57218643
,7,30.97483753,88.57943676,9.992240917,47.35970672
,7.25,27.49856119,88.11331938,8.697202872,48.01949257
,7.5,22.93911389,85.97845067,14.34084235,49.22341941
,7.75,21.3020709,80.52182799,19.00979531,50.6979291
,8,23.4022444,71.71693891,20.18214554,52.31854336
,8.25,26.21048549,62.67730769,24.6466188,53.87803172
,8.5,26.07293188,54.6964145,27.30485479,55.67357212
,8.75,30.65106212,47.92736606,26.38469617,56.44530427
,9,35.48429726,41.96887864,29.8812989,56.99609496
,9.25,36.34818614,38.20703294,34.93876326,57.69383845
,9.5,34.63972103,36.94962633,37.53565534,58.24661656
,9.75,39.04492801,34.71575154,38.31949416,58.03820006
,10,37.81949458,35.91136462,44.30393313,57.96857762
,10.25,34.5217147,38.73751608,43.58143822,57.86818874
,10.5,32.84656675,44.51690239,47.09848891,56.85190435
,10.75,34.1325811,48.57545839,49.38866145,55.74424071
,11,30.44527069,51.84468212,57.07709785,55.60771622
,11.25,30.10009166,52.48859395,55.3185725,55.51985335
,11.5,31.97793486,53.38759331,57.34292144,55.0196208
,11.75,37.74585109,52.94727048,56.59316258,54.19460372
,12,43.44716264,53.86130999,54.36433394,53.07927398
,12.25,50.20222238,53.02428049,53.43054335,52.18447098
,12.5,56.66546892,52.93927416,55.35946844,51.16924183
,12.75,65.57959473,52.0112857,56.03425142,49.94920135
,13,69.48646,48.78691549,55.80932376,50.04062962
