Day,Hour,HVAC (kW),EWH (kW),EV Charger (kW),Inflexible Load (kW)
1,0,78.20429961,53.39751003,47.99025471,83.62119872
,0.25,102.1655364,79.71658446,60.53909192,73.93871763
,0.5,125.5234979,78.46543724,72.81018826,70.4794765
,0.75,136.9731277,75.52107489,64.79778516,69.30183848
,1,144.4893696,63.17088284,59.62170543,70.84372691
,1.25,149.9329609,56.66379888,53.58715393,71.41877095
,1.5,152.9005525,55.72225013,50.3047619,71.15318935
,1.75,168.1423587,60.39558967,43.24341085,67.67598046
,2,172.3150732,62.3516884,38.72380952,66.57365754
,2.25,170.7117074,59.43944519,33.66555925,67.47736123
,2.5,167.0946222,56.81256569,29.12070875,68.63984585
,2.75,163.6652909,54.04519741,22.70741971,69.80350958
,3,154.2323761,62.84482759,21.52070875,69.35730258
,3.25,148.9111325,63.18578801,19.78693245,70.13293257
,3.5,143.5183055,67.94299848,15.82281285,69.93862702
,3.75,143.4162319,62.54839088,15.41040975,71.15376048
,4,137.0175359,64.88493175,14.36677741,71.65832053
,4.25,137.6783418,64.30996265,12.8013289,71.6803625
,4.5,126.17866,67.71215881,10.69723145,72.76426799
,4.75,120.4704469,69.20469686,12.70874862,73.34590698
,5,112.9436279,71.41763757,10.71406423,74.05843341
,5.25,106.2534868,73.43441877,10.8234773,74.68068239
,5.5,94.13218172,77.61005367,9.939756368,75.69217233
,5.75,82.07088353,79.8204433,8.803543743,77.13078235
,6,78.60852925,82.26659377,6.834108527,77.14117004
,6.25,68.76837077,86.31015117,7.111849391,77.81702708
,6.5,61.21506761,97.56301352,7.398006645,76.52491951
,6.75,52.58526454,106.7131613,8.47530454,75.87232182
,7,46.32891099,109.7251795,10.36057586,76.20400102
,7.25,36.76326966,108.9578687,10.91605759,77.90501715
,7.5,33.55312436,107.9730349,11.62303433,78.63749234
,7.75,33.46087057,110.3993054,12.26267996,78.11308173
,8,33.75795428,110.1202922,12.31317829,78.12755126
,8.25,32.92213806,105.3752048,12.97807309,79.31574573
,8.5,35.98234397,95.28373174,15.30941307,81.06866236
,8.75,40.94607649,86.80635094,18.97895903,82.15832755
,9,42.29104537,84.33269114,21.4786268,82.49283471
,9.25,41.05086437,84.68529356,23.90254707,82.61290758
,9.5,44.00413027,80.56372617,26.27596899,83.0562889
,9.75,46.43886021,75.57751219,28.91871539,83.77477966
,10,48.46000884,70.34078657,30.50941307,84.61511268
,10.25,50.35020137,74.90124321,32.12535991,83.29924707
,10.5,50.83989126,81.27583345,35.70232558,81.80432108
,10.75,52.78507546,84.64930129,39.59069767,80.74343208
,11,50.73815074,80.74125874,44.0345515,81.93939394
,11.25,58.2976724,78.06071997,47.21594684,81.32554576
,11.5,68.470739,75.78914994,50.86024363,80.20264844
,11.75,79.2177406,84.99834355,55.06002215,76.43664072
,12,86.59089065,85.09896411,55.74174972,75.23457658
,12.25,102.5330046,82.61046604,57.05470653,73.23683792
,12.5,109.7804549,67.98684315,58.37607973,75.32693984
,12.75,115.0241609,66.53065169,60.40442968,74.81154499
,13,117.6683663,71.75419023,59.84053156,73.22768578
,13.25,128.0559358,77.74051438,61.82679956,70.2353804
,13.5,132.9062711,73.81759946,61.11140642,70.33108564
,13.75,148.4006093,66.09550647,60.40442968,69.56801219
,14,151.1131518,60.3474225,58.75481728,70.41135738
,14.25,157.454294,62.91035023,56.22990033,68.82723513
,14.5,146.6682913,66.18966718,54.193134,69.82425846
,14.75,147.6381886,67.67981163,52.34994463,69.33793169
,15,147.8453678,60.08820978,50.60775194,70.99180565
,15.25,154.9287146,54.27667632,50.35526024,71.14992203
,15.5,148.5591115,55.65113648,48.71406423,71.86362295
,15.75,146.7075706,61.24069206,48.19224806,70.91774602
,16,145.7363404,61.27733646,46.15548173,71.06499965
,16.25,140.9025472,55.64506467,46.32380952,73.09002252
,16.5,133.7801205,52.55240964,45.61683278,74.91686747
,16.75,128.9412585,53.4614452,47.42635659,75.48907748
,17,116.3417063,59.29662499,48.4952381,76.20829921
,17.25,104.2445901,61.58777488,52.05537099,77.63469339
,17.5,95.3307247,62.1254717,56.32248062,78.94142367
,17.75,84.57898031,62.28160076,61.74263566,80.62700743
,18,68.00291545,68.01166181,69.25005537,82.0058309
,18.25,51.11958821,77.94418785,77.58228128,82.49993525
,18.5,38.01623439,86.83040065,86.18383167,82.62175791
,18.75,29.81403656,87.23286405,95.14728682,83.84467325
,19,25.70917909,90.37891172,103.5889258,83.80232874
,19.25,24.79842461,91.95707995,111.7780731,83.59734541
,19.5,26.66110892,101.4056047,120.303876,81.19964375
,19.75,25.8760024,105.6512982,128.7960133,80.38177335
,20,26.36432831,109.8602828,134.9483942,79.3683113
,20.25,27.58222856,109.3683504,141.3869324,79.28276556
,20.5,28.44199757,111.8718571,146.8575858,78.5888677
,20.75,29.16787008,116.9570105,149.4161683,77.34269401
,21,33.37296424,119.2377855,152.4039867,76.16304006
,21.25,31.86223964,118.757682,153.1193798,76.51144566
,21.5,34.4482099,116.4728887,152.0673311,76.60542226
,21.75,33.35813736,119.9338778,150.4598007,76.01072518
,22,32.59480679,120.6956946,147.4383167,75.96356545
,22.25,34.00983442,118.757857,142.1612403,76.16779161
,22.5,34.81531481,108.520069,136.454928,78.31397873
,22.75,32.61315376,108.0911048,130.7317829,78.76164989
,23,44.75003753,103.8833208,122.5426357,77.75481159
,23.25,55.85815518,103.2881336,114.3366556,76.1097766
,23.5,73.06701031,90.99182368,104.9187154,76.08887309
,23.75,94.49518802,80.16271609,96.93997785,75.06683301
2,0,115.2556282,72.87065308,88.52358804,73.36562103
,0.25,131.2275126,67.29275606,79.21506091,72.04965219
,0.5,147.7448378,66.41962203,70.77342193,69.60090994
,0.75,156.9463205,65.56304693,62.9461794,68.31902273
,1,172.8765765,62.57368702,56.65071982,66.43448398
,1.25,175.9644025,58.44375657,49.40420819,66.85819414
,1.5,182.0921934,59.23695959,43.58006645,65.70148026
,1.75,182.852913,56.21962902,38.71539313,66.25028303
,2,184.0239913,50.16275163,35.02059801,67.40888326
,2.25,182.9282529,44.54284774,29.48261351,68.83306893
,2.5,191.8473747,45.11106497,24.71893688,67.27973895
,2.75,192.4106096,54.51119578,22.34551495,65.1007034
,3,190.2765388,59.13505798,21.14197121,64.41462979
,3.25,188.703916,63.09684248,18.90321152,63.78585288
,3.5,188.2935515,56.14239044,18.0952381,65.39694499
,3.75,180.0486174,56.12550004,15.30099668,66.71988787
,4,170.9050753,60.76642928,12.54042082,67.15153701
,4.25,159.3912736,69.66347936,11.69878184,67.01662303
,4.5,150.4125745,75.15146453,9.417940199,67.23366262
,4.75,142.4092596,74.70461565,8.256478405,68.61349276
,5,133.4169283,77.88262428,8.635215947,69.34604163
,5.25,127.7091229,85.62230644,8.719379845,68.53936113
,5.5,120.1269697,91.90899857,6.438538206,68.35546295
,5.75,111.7902208,99.69069659,7.271760797,67.96007654
,6,101.4627364,97.07986652,6.850941307,70.19265851
,6.25,88.03709522,100.6529725,7.61683278,71.54673755
,6.5,74.83546812,104.8282499,7.860908084,72.73115845
,6.75,63.94604534,109.4919696,9.619933555,73.43708393
,7,59.930662,106.3328703,9.39269103,74.78156735
,7.25,49.07883409,96.4946993,11.10121816,78.70412003
,7.5,46.44241133,90.337679,12.8013289,80.49417441
,7.75,43.75112529,91.05234188,13.19689922,80.7659662
,8,39.82285173,90.87493096,13.73554817,81.43391462
,8.25,35.96654275,86.73457249,16.18471761,82.97100372
,8.5,38.05819564,75.25573914,18.35614618,85.18719111
,8.75,41.01689661,71.55523175,18.30564784,85.53613393
,9,38.9452235,76.55790521,19.62702104,84.75589642
,9.25,38.01926988,86.48261838,19.62702104,82.69855718
,9.5,37.29695645,85.87334791,20.88947951,82.94952077
,9.75,36.76347681,78.78290848,19.4923588,84.61053071
,10,34.83700111,72.31843635,21.68903654,86.35531619
,10.25,37.65418118,77.47212544,23.09457364,84.75930314
,10.5,40.08421123,84.93504663,25.60265781,82.7120714
,10.75,42.34292088,88.47115287,26.49479513,81.56487647
,11,55.1095014,83.9967505,27.7572536,80.51653522
,11.25,66.46905145,76.83279743,29.84451827,80.29099678
