Day,Hour,HVAC (kW),EWH (kW),EV Charger (kW),Inflexible Load (kW)
1,0,55.84615983,32.92304104,31.58360035,75.74838308
,0.25,71.04699934,45.95044385,40.26062823,70.42127036
,0.5,93.53766721,44.51768624,48.6056768,67.14115408
,0.75,96.64604158,46.74229051,42.52589883,66.14945768
,1,108.8409249,52.05945854,39.93515832,63.01668346
,1.25,118.0339692,58.59944846,38.46403431,60.09246527
,1.5,135.2360258,49.91313625,34.35009461,59.27042781
,1.75,141.3061198,43.17298486,33.25651571,59.79702419
,2,145.1715602,34.1051181,28.08154409,61.19363524
,2.25,141.1398103,42.45305843,23.98062319,59.98361737
,2.5,137.5077884,48.35255522,20.99931878,59.25374159
,2.75,131.9297082,59.16246684,19.01395231,57.74403183
,3,132.4593123,62.84824367,14.13190362,56.84023367
,3.25,134.906956,58.66718358,14.9520878,57.37773514
,3.5,133.3020922,49.05962027,13.00577772,59.76952742
,3.75,126.5099633,41.88563885,10.8446575,62.45048613
,4,120.7417884,48.97574975,11.5932383,61.79781391
,4.25,109.0288522,58.76321146,9.783625583,61.49689222
,4.5,98.211135,66.05533041,8.026088053,61.60725609
,4.75,90.48354126,64.46994581,8.664009083,63.19597877
,5,92.73822782,66.99614495,9.659947017,62.27385134
,5.25,82.84234753,71.52695627,7.58995837,62.85034522
,5.5,78.76925598,77.05014749,8.221370001,62.27466404
,5.75,72.99114464,80.04066907,9.79664438,62.53460151
,6,67.17735141,94.60333723,9.75758799,60.22865995
,6.25,57.35177765,106.6566958,7.967503469,59.12222761
,6.5,47.37091355,116.6347932,8.566368109,58.5018109
,6.75,41.46202319,118.149382,11.63880409,59.11065806
,7,39.1384725,115.6003965,10.71446953,60.04886741
,7.25,31.3054556,111.0387547,11.08550524,62.31584829
,7.5,32.95812524,105.3165468,13.36379463,63.32302289
,7.75,36.94151271,101.9910728,14.90001262,63.42467513
,8,29.81200689,102.7538439,15.45982087,64.39589137
,8.25,26.91579002,100.3289684,17.9529204,65.39814728
,8.5,29.47014427,92.86990258,20.9472436,66.64702079
,8.75,25.33507934,87.32477936,22.91308187,68.54088078
,9,18.61673947,79.31299669,25.70561373,71.39621131
,9.25,23.79490678,70.77863144,28.73899331,72.46423015
,9.5,20.73206598,62.44921406,32.78783903,74.80526632
