Day,Hour,HVAC (kW),EWH (kW),EV Charger (kW),Inflexible Load (kW)
1,0,59.88791133,51.01370264,28.16791995,54.28155582
,0.25,76.33107934,66.05574174,38.36843508,48.30797359
,0.5,98.55393304,58.88066253,43.46163183,46.34677904
,0.75,106.9743631,51.91842394,42.41663213,46.54667437
,1,112.1426382,51.5015302,34.86627391,45.8123934
,1.25,115.1728438,53.99068125,32.87983303,44.77441583
,1.5,115.1974005,56.23732161,28.98226656,44.27123333
,1.75,114.5844256,55.15514378,31.21818935,44.60979329
,2,118.6989249,52.15376895,28.55861804,44.61844558
,2.25,119.5701839,51.06086513,30.36618509,44.72191165
,2.5,118.2472169,52.05059058,25.64956481,44.7136474
,2.75,116.6487817,54.6574651,27.00053289,44.39009158
,3,113.2259006,60.80444912,22.18506128,43.5717561
,3.25,112.4646453,59.84466727,23.22535378,43.90684181
,3.5,111.4340298,59.23839083,22.12386761,44.20646838
,3.75,109.3580821,54.32055341,20.97530937,45.63147278
,4,106.9878897,57.48417032,14.6676535,45.30767758
,4.25,104.6037977,61.03117381,14.06042394,44.9009093
,4.5,98.95903803,66.72963093,11.39143821,44.53774704
,4.75,97.3018035,68.90834941,11.09017704,44.3187449
,5,98.43440527,66.1890233,11.82920836,44.74182331
,5.25,91.95256886,66.69843315,11.24080763,45.66571495
,5.5,83.71571612,68.40862196,5.309728225,46.60356943
,5.75,78.13778481,76.31136865,7.272633075,45.73987251
,6,71.17783507,82.1790839,2.866688377,45.54952774
,6.25,62.07472513,88.36769207,2.866688377,45.63077907
,6.5,56.50632146,90.39183073,2.866688377,46.07191507
,6.75,50.07897585,93.00121904,4.189413228,46.5204263
,7,44.60526633,95.14959301,2.866688377,46.91880338
,7.25,40.10963635,97.32677818,5.00846705,47.15428526
,7.5,37.42755185,96.05181779,5.912250577,47.86674331
,7.75,34.94733883,93.33124857,8.995470425,48.86814833
,8,35.64209571,86.00532021,7.413849251,50.38497131
,8.25,37.95451415,78.98038574,4.664841021,51.5760809
,8.5,38.40827509,75.14208646,4.584818521,52.35643455
,8.75,36.77320755,72.68336056,5.705133519,53.16442889
,9,38.1242653,71.77108221,2.866688377,53.15098817
,9.25,37.03083659,67.8574839,2.866688377,54.19562528
,9.5,37.07005785,66.08750248,4.613061756,54.58267908
,9.75,39.36116587,59.84004392,4.589525727,55.60442592
,10,43.31005537,57.18859141,8.449434543,55.56181527
,10.25,42.50572198,59.47412044,14.107496,55.18261327
,10.5,39.92723602,65.13541933,21.27657055,54.33710461
,10.75,39.64251775,68.28339038,20.52341761,53.68311041
,11,42.65670893,65.29880946,23.67724554,53.86408002
,11.25,41.09901923,63.64865443,24.69400201,54.48001149
,11.5,43.81967523,63.18218838,34.75800817,54.14836566
,11.75,49.85357398,65.34191312,36.23136361,52.70300303
,12,52.4185963,67.92538738,44.03591095,51.71849406
,12.25,56.24501717,66.94766515,46.2435905,51.32353833
,12.5,62.60602073,63.07436388,45.57516727,51.16651138
,12.75,67.05773007,57.53980668,44.30422168,51.68413948
,13,70.49428555,54.30693029,49.70809403,51.85270758
,13.25,76.44875931,55.26638969,48.44185565,50.68677858
,13.5,80.18315165,56.14745596,46.69077506,49.8934833
,13.75,84.80630248,53.49877777,52.40061579,49.74237432
,14,89.37992836,48.39850705,51.5344899,50.14398767
,14.25,93.88142837,43.62311267,44.0782758,50.48494642
,14.5,96.33880296,41.82320532,46.89789212,50.4917459
,14.75,94.18893885,42.71389295,48.09352241,50.63779357
,15,96.67544112,43.35049726,46.70960388,50.09848558
,15.25,96.00229302,42.88196959,46.13532477,50.31030654
,15.5,93.04663154,38.95312887,53.98694416,51.65628809
,15.75,91.98928677,36.02412272,58.9012671,52.47635351
,16,91.46914392,33.71646668,67.52486826,53.07238882
,16.25,84.72014425,35.53391339,69.27124164,53.74835172
,16.5,81.39205981,37.16649939,72.1285156,53.91804834
,16.75,74.18778586,38.3715359,80.02249985,54.80294628
,17,66.07927873,36.80471716,82.79504411,56.44848937
,17.25,56.28591405,35.00180314,88.00121381,58.41607528
,17.5,47.73326897,37.3305055,97.18497247,59.26700908
,17.75,37.30601026,44.02290149,106.0957132,59.44817136
,18,33.45915377,49.29510897,107.371366,58.89206674
,18.25,29.28783904,52.9489002,112.0503286,58.74752349
,18.5,26.7813981,54.03154977,119.6430517,58.90796524
,18.75,25.83928402,55.54008969,126.5344011,58.7234724
,19,25.29736149,59.78605114,132.9597371,57.86663302
,19.25,24.21827324,65.19557754,140.0158387,56.83717016
,19.5,23.44908708,72.92458658,139.7051631,55.24268238
