Day,Hour,HVAC (kW),EWH (kW),EV Charger (kW),Inflexible Load (kW)
1,0,83.58824397,31.47398241,46.34603206,64.43166265
,0.25,108.4194156,46.10040383,59.60466702,57.20835933
,0.5,130.9865584,44.42354109,71.12047547,53.97025263
,0.75,136.5965856,49.66596751,67.48136601,51.90766463
,1,141.513894,50.87216845,62.4151118,50.85285063
,1.25,146.0722736,49.07429555,57.85307156,50.52303721
,1.5,141.7821484,48.4580547,53.06084669,51.34639965
,1.75,149.7330317,45.832082,49.0468651,50.65780781
,2,151.7216934,43.98108199,41.83660545,50.75095529
,2.25,156.835066,39.3040445,37.12549325,50.97215732
,2.5,155.5597216,36.83550535,30.73732158,51.72477669
,2.75,154.4939362,39.39922258,26.95133239,51.32558741
,3,147.7295088,42.95829883,22.77950991,51.61698996
,3.25,148.4809722,43.26750823,19.67092123,51.42804262
,3.5,145.0898807,47.62676767,16.52287231,51.00189294
,3.75,143.3705189,51.98143735,14.89842646,50.30928645
,4,137.5320647,53.83458634,11.94767867,50.83162824
,4.25,138.1820756,52.72836851,10.21800555,50.97345268
,4.5,132.9379804,49.42206084,9.356457349,52.54724295
,4.75,127.9314497,47.35840634,8.922394895,53.80687775
,5,125.8670662,47.01344588,7.473327812,54.213837
,5.25,121.5000951,50.11834963,6.381594972,54.22257375
,5.5,105.3732514,63.42769009,6.469284357,53.84523753
,5.75,102.6338634,72.80700788,6.760851561,52.19924678
,6,94.67757011,81.97298775,4.770302528,51.43536928
,6.25,82.0136664,91.85179451,5.715155649,51.26630348
,6.5,70.03157089,98.07060917,6.381594972,51.80147995
,6.75,67.41417858,101.0964004,7.006381839,51.54786467
,7,59.49880572,103.3281387,8.396258586,52.31838248
,7.25,53.28507356,103.3830773,9.788327569,53.30037105
,7.5,45.22576155,105.0477584,10.17196863,54.21993184
,7.75,43.80611895,102.7363712,11.23958689,54.96071625
,8,40.71989151,100.8048223,12.55273542,55.88374574
,8.25,36.64280829,100.6888385,12.45408486,56.56185323
,8.5,35.77708881,98.54758171,13.67077508,57.17620319
,8.75,36.22882579,95.92720111,15.74024456,57.68623207
